nonstationary level,time series length,observation noise,process noise,evidence,significance_level,bayes factor error
0,50,0.1,0.1,-0.6757331952793169,-0.16835095942278588,0.004379965102156768
0,50,0.1,0.1,2.1668072213332206,0.3928174554270124,0.00015575971326250608
1,50,0.1,0.1,-2.40597991660034,-0.7401953012069025,0.00011430780658691617
2,50,0.1,0.1,-0.8065924382245354,-0.20409081578842603,0.008899283170496217
0,100,0.1,0.1,-1.023774675506928,-0.2658360723730784,0.021484401101005385
1,100,0.1,0.1,-2.234301835086268,-0.6727467066781527,0.004420229498253773
2,100,0.1,0.1,0.2982266732309474,0.06636455165693445,8.549134886033547
0,200,0.1,0.1,-0.30443359105290607,-0.072613747913165,0.8641674620924671
1,200,0.1,0.1,-2.1903781297096154,-0.6559141336348613,9.463438510687741
2,200,0.1,0.1,20.981989680180796,0.9920237082291643,4.857684696426735
0,100,0.0,0.1,2.6991325213655415,0.4628609238556085,3.7726943168845004
1,100,0.0,0.1,-2.474340296403705,-0.767803663777523,5.3791346221325305e-06
2,100,0.0,0.1,-4.603250705201839,-1.8861910161143283,0.16076262363193433
0,100,0.1,0.1,-1.0989104709067892,-0.2879264047552821,0.2507257981703858
1,100,0.1,0.1,-3.407014171503895,-1.191297872847422,0.08712008769407048
2,100,0.1,0.1,-0.054873874370113436,-0.012715337615466948,2.5415382996082356
0,100,0.2,0.1,-3.5334339998425857,-1.2560223613025667,0.18216040401733002
1,100,0.2,0.1,-3.4646153913763333,-1.2205550237037412,0.5450146534244296
2,100,0.2,0.1,-0.42733915486980806,-0.10340237772958938,0.0003462986956578099
0,100,0.3,0.1,4.043755754984659,0.6058836749886187,0.02211046852701879
1,100,0.3,0.1,-1.7997317011929788,-0.5134677464114623,0.46142704647162447
2,100,0.3,0.1,-0.5033006855894621,-0.12287152473640739,0.0005856119465390661
0,100,0.1,0.0,-5.636995999496577,-2.661841986345844,4.2163958002486965e-06
1,100,0.1,0.0,-5.202569123798396,-2.3132706422554907,0.00011707386058464971
2,100,0.1,0.0,-3.141103404393613,-1.0611535204208282,1.8695658333167348e-05
0,100,0.1,0.1,6.233693741132339,0.7619705868450986,0.11401923998878744
1,100,0.1,0.1,5.44707445323062,0.7147060548237184,0.08757096657923666
2,100,0.1,0.1,-2.347906636055181,-0.7170805293204503,0.016073191959846148
0,100,0.1,0.2,-4.56664866397256,-1.861968611834449,20.51585227262366
1,100,0.1,0.2,-0.13000580397948702,-0.03038749746668823,1.239657754873667
2,100,0.1,0.2,0.37549664385772097,0.08282895505461574,0.04609112454610843
0,50,0.1,0.1,-1.274750240520641,-0.34114280507684436,0.002575413290243642
1,50,0.1,0.1,-0.2374225310228419,-0.056190490838373464,5.478600386905602e-05
2,50,0.1,0.1,1.4112934365447904,0.27744542309732756,7.265499826841415e-05
0,100,0.1,0.1,-2.0932952311934114,-0.6193082298878532,0.040774733819890746
1,100,0.1,0.1,-2.253848905419947,-0.6802925062926224,0.0005692939572453645
2,100,0.1,0.1,-2.1950196236420965,-0.6576848270983813,0.03382320175985423
0,200,0.1,0.1,-2.664401274107635,-0.8468861624338175,9.997713597853352
1,200,0.1,0.1,-3.750410958425486,-1.371598111486489,6.864519270171323
2,200,0.1,0.1,1.5855525279260667,0.30586371487662367,1.6269480590087375
0,100,0.0,0.1,-3.2483813369302994,-1.1127014661161225,4.313562495988454
1,100,0.0,0.1,-3.419280442169777,-1.1974957520463612,0.00298717600802289
2,100,0.0,0.1,-3.846377466531086,-1.424586857045007,1.1492502461006147
0,100,0.1,0.1,-1.5229493984114844,-0.42002156514069755,0.0006725228738425027
1,100,0.1,0.1,-1.3862260406852092,-0.3760132126480342,0.016351520708677594
2,100,0.1,0.1,-1.125821515807284,-0.2959318140976013,10.722379201312943
0,100,0.2,0.1,-5.0098956369576335,-2.1694912977356697,0.014989857797264104
1,100,0.2,0.1,5.571931386177963,0.7227912966797027,0.6031472346223078
2,100,0.2,0.1,-2.447341946611149,-0.7568480246106124,0.0016610359090377834
0,100,0.3,0.1,-2.1396220926008476,-0.6366740977525362,0.435075228353907
1,100,0.3,0.1,-3.8814943090970067,-1.4442714265437808,1.0086798134459802
2,100,0.3,0.1,-1.8402405726412117,-0.5276506784197985,0.004954561431518026
0,100,0.1,0.0,-4.354513380056659,-1.7255323303288383,2.0750214683214026e-05
1,100,0.1,0.0,-4.788230172889638,-2.0117784208959875,2.618420934463815e-07
2,100,0.1,0.0,-1.4956776109484935,-0.41113239218345154,9.796698078644338e-08
0,100,0.1,0.1,-1.8878063535295908,-0.5444741196993625,0.00344406993042797
1,100,0.1,0.1,-0.6380600911332402,-0.15825986846310935,6.265420802968339e-05
2,100,0.1,0.1,0.23529374281507953,0.05273688749185501,1.6001997565550654
0,100,0.1,0.2,0.17882188197544768,0.04033907494012701,10.222805464018908
1,100,0.1,0.2,-0.8246717669868655,-0.20911379655009754,0.054619114778369116
2,100,0.1,0.2,5.303682625271864,0.705129220762759,4.05782527335818
0,50,0.1,0.1,1.9697655984486004,0.3646347765370913,0.08974986483970349
1,50,0.1,0.1,-4.573649579111457,-1.8665858838559957,0.13484587708622772
2,50,0.1,0.1,4.203535994001645,0.6201200251320335,0.007630886796250357
0,100,0.1,0.1,-0.6638436191115595,-0.16515676726950512,3.192632915260389
1,100,0.1,0.1,-3.674410842331093,-1.3304569473887105,0.46354287693932283
2,100,0.1,0.1,0.35854572454293687,0.07924215553748981,0.2857621212886093
0,200,0.1,0.1,2.0257607641848954,0.37277418630800563,12.648451152223242
1,200,0.1,0.1,-2.82656851598321,-0.9171533447763569,1.8018890513084667
2,200,0.1,0.1,-3.241072627157582,-1.1091490064589986,0.5952424317571458
0,100,0.0,0.1,-3.499686797561669,-1.2385596933587548,0.11931976701578663
1,100,0.0,0.1,-2.7407368418138796,-0.8796356964456447,1.214766128377814e-05
2,100,0.0,0.1,2.303672853907047,0.4116541226610517,0.28061009000424325
0,100,0.1,0.1,-1.889290430749348,-0.5450019897577523,0.012307146149398424
1,100,0.1,0.1,-2.495035154668979,-0.7762476463539918,0.05112796177561308
2,100,0.1,0.1,5.251938310670398,0.7015949497446126,1.4032625202632425
0,100,0.2,0.1,-0.774998139679759,-0.19536301363440467,0.0008348016277448381
1,100,0.2,0.1,-2.2418016218876406,-0.6756378514106323,1.448674102325152
2,100,0.2,0.1,0.07133938552706558,0.01629232130853464,0.00452169136861174
0,100,0.3,0.1,8.808121108446278,0.8684206037975468,0.007456942378888529
1,100,0.3,0.1,-1.9835966142303818,-0.5789183112384011,0.08083627991894081
2,100,0.3,0.1,-0.3840398189749938,-0.09245606953676333,0.015421569045378069
0,100,0.1,0.0,-6.669297683994615,-3.6444016256325105,0.00012427300456349622
1,100,0.1,0.0,-3.469303884562022,-1.2229535526426853,2.943224320035521e-06
2,100,0.1,0.0,-1.130892281050416,-0.2974458107261897,9.017539255003979e-07
0,100,0.1,0.1,-3.0840411562070145,-1.0342490208172728,0.06866636657277882
1,100,0.1,0.1,-1.3188499067821078,-0.3548305802997944,0.05881549435413849
2,100,0.1,0.1,0.050621653478036745,0.011588397697780528,2.0941094113726866
0,100,0.1,0.2,-0.09252954336305756,-0.021534301979385884,3.085212436180637
1,100,0.1,0.2,-2.4058413520674016,-0.7401397800081477,0.0586408576901027
2,100,0.1,0.2,13.47190680135246,0.9550417580861066,0.06426403617235514
0,50,0.1,0.1,3.5810019381513096,0.5615704616859831,0.008611653985909136
1,50,0.1,0.1,5.007794567011507,0.6843392796208734,0.0008616069491302176
