length,start,evidence,significance_level,posterior_weighted_theta,posterior_weighted_delta
96,0,-9.750631912388906,0.09576725491008327,22.707955696666975,11.976414824341262,-0.023391022174148457
96,12,-10.862248236982184,0.07577934489115665,20.780864574215386,9.237777616780773,-0.03309120272030208
96,24,-11.294255667077609,0.06909991353420544,20.506328317203298,8.224951902819047,-0.03152492681112817
96,36,-11.368102867400365,0.06801411454018917,20.5031159440267,8.290101867078683,-0.03152492681112817
96,48,-14.467731584102355,0.03451227576007471,20.325074117854783,4.923166150733807,-0.029152435643893027
96,60,-13.548216032157303,0.042306298374565364,21.158895936999638,6.601602529525342,-0.030482943360600645
96,72,-8.960066252763085,0.11273222602682063,22.70729853357751,15.157186494275708,-0.023120623596248224
96,84,37.2489264830193,0.9998116240162456,22.345248395524244,34.693448869063104,0.3670722960602355
96,96,27.896457494519318,0.9983794967585375,22.70343999640471,36.39780061653988,0.2877360367072921
96,108,29.309015129328152,0.9988289118353354,22.703743257078845,35.97585066823664,0.2724246567743005
96,120,23.51536754934946,0.9955686662091877,22.70301746463451,34.0703297398436,0.22249641000705755
96,132,5.487424214849853,0.7796325123761206,21.784059437996326,30.22931537266471,0.06457779413717912
96,144,8.052050677604186,0.8646022914585236,20.975750250909858,32.01531607800403,0.1690307442321366
96,156,7.3736997225423,0.8452546533848443,21.290929744596653,31.121501223607098,0.16095320980047656
96,168,0.9430178505918718,0.5540721844001016,21.664440431714215,23.775033877742896,0.03669652032335624
96,180,-5.78818648861498,0.20870002578176144,20.91976544366976,17.04161008442596,-0.008576803688141732
96,192,-1.3230758883525322,0.42442127404200786,26.820537956411318,14.062340924029568,0.12235105202414553
96,204,-8.162566589977411,0.13244626743602567,21.30509544007917,16.539510845009307,-0.06385568850170298
96,216,-16.554787832345532,0.021628432228317264,10.96960477163885,3.7797203208050805,0.3116585601234194
96,228,-11.455948235721289,0.06674310166718783,19.393556208986496,14.033511129865735,0.13842855452364977
96,240,-12.681422190936315,0.05117344020280233,16.974878023882386,11.278739262361048,0.13902654030495953
96,252,-16.384192867941394,0.02247544952507568,10.139636395956824,1.174028736155164,0.28927741336637136
96,264,-14.096569498333022,0.037476115209288195,1.4406741716694282,2.401550383094869,-0.15936582486021056
96,276,-18.21601740396815,0.014855868085603003,6.941715971479214,0.26647084909278157,-0.03389790721118757
96,288,-18.391639414480533,0.01427550911068031,6.982870280719636,0.18736538977235156,-0.0274053138222059
96,300,-15.977054576818638,0.024629973675316944,6.5166692455030875,1.4317993105358058,-0.026684395339644063
96,312,-14.20452832128203,0.036589667880985235,15.874872400332778,3.637905016472353,-0.026980028434014924
96,324,-10.560154808241862,0.08079712254332148,20.18492122818124,8.128509271234051,-0.028144089751729995
96,336,-14.392076877248963,0.035097465782936835,20.03560864182925,4.093917908758499,-0.027605988257383585
96,348,-12.680796168832874,0.05118043966868319,22.70278741306535,6.925065692178402,-0.023951247165533207
96,360,-14.183395645337002,0.03676158515106078,19.344059938897416,5.855356398068729,-0.02777805076274542
96,372,-11.906327701690264,0.0605666041951574,22.473056770012874,9.108581759665075,-0.02453896490184393
96,384,-15.916472789548779,0.0249673180724905,13.846673552235629,3.222103712140982,-0.04179167709192022
96,396,-11.553214431019681,0.06536152998901461,20.77675435591087,7.2186483344033725,-0.027818295246552438
96,408,-15.594828667239202,0.026835121149951294,12.50081092986225,1.5547425982334704,-0.03551497300444306
96,420,-14.874148999292412,0.03152629491009595,13.309820676534098,2.9741646638781827,-0.037066692954074165
96,432,-13.437921551219095,0.04334730906746131,18.058455908477704,5.514906730378431,-0.04799750380367129
96,444,-13.722475186621587,0.04071011655751668,18.34701462150673,5.184415637387381,-0.05180821704556027
96,456,-16.94148248483831,0.019822412941491174,20.23874559286533,0.5674103100784909,-0.04709317608702612
120,0,-11.511625207414486,0.06594897934399352,19.949278551511753,7.906819419970155,-0.023680930689635726
120,12,-11.074590473043243,0.07242522953067997,20.17092644828466,8.546601005781296,-0.0245535715044658
120,24,-14.170882161534916,0.0368637500494939,19.835923474400804,4.658838075091592,-0.023099874249216112
120,36,-14.303957651991547,0.03579112578601867,19.827341414858775,4.842213854159413,-0.023099874249216334
120,48,-8.516209185086588,0.12336647528962029,22.70794085577846,14.683111541573847,-0.018432791852537544
120,60,36.16936450547661,0.999758476916501,22.007518613956165,36.498126808486774,0.3548228463693681
120,72,28.005775086176413,0.9984197141947314,22.70362957492054,36.37974950893876,0.2614470530073697
120,84,29.91764475563706,0.9989818936615866,22.702573120049514,38.39130919027809,0.2581302252075395
120,96,27.071762392152063,0.9980412804164365,22.70190143232631,37.79441908517862,0.22626973128228112
120,108,4.263967455326302,0.7274681618862334,19.503848791942822,32.663121699344075,0.1054692612668342
120,120,7.506412624765445,0.849209617890503,20.719030017839568,34.326763027498316,0.10526535809086457
120,132,9.583410726120755,0.9008461556949069,21.45013971930349,34.73468727041766,0.18391655223327696
120,144,5.214500853889302,0.7686462975021202,22.217308173240387,34.32046884220587,0.12786523857650878
120,156,0.2703330736929312,0.5155565999650328,22.278459070603553,29.58501671319904,0.07586922165290699
120,168,1.2683995769137166,0.5725003300918763,22.361197306112906,25.88270343284269,0.06657905264164299
120,180,-9.49066189282538,0.10107782844633478,16.19629504408285,16.16480803039385,-0.0032118643663747726
120,192,-13.031990826498019,0.04739305044113624,5.211703599151818,5.921735225583719,-0.04745497123357123
120,204,-13.987803853115718,0.03839004025558393,3.6957223331702456,5.029085757417061,-0.04401801901230251
120,216,-10.4534318486703,0.0826411008059026,8.647330407518153,4.716335146925925,0.23745616621026078
120,228,-14.785348301223246,0.032156609980655886,10.408470697208479,2.5713111936431092,0.14330128789579044
120,240,-14.708288878280465,0.03271344369127106,10.6553101293279,2.000029071957593,0.14508067179217787
120,252,-7.124145635175557,0.16241130108334423,9.66682993712079,8.741157243319515,0.2709587748780736
120,264,-17.527456388527483,0.017363892153196107,0.7159841521579908,0.6409612641289264,-0.09117758285221367
120,276,-18.108092276591716,0.015223981114072003,6.794591734402574,0.33342103774550635,-0.01806569088004184
