length,start,evidence,significance_level,posterior_weighted_theta,posterior_weighted_delta
96,0,-16.684785458518554,0.021004017134723715,11.733879422330261,1.783817081008868,-0.0394104593887028
96,12,19.72795303697683,0.9894657058080718,22.59945287062166,22.84338031906223,0.24207885519502303
96,24,29.828960257714066,0.9989609116652328,22.707258680232727,23.427781059559656,0.28829757247077925
96,36,39.59585421758614,0.9998902595047161,22.696350698604316,21.87631425814718,0.3531522764452597
96,48,32.353940102954574,0.9994187626846577,22.697667223711434,22.7055372676015,0.2784523936490432
96,60,15.400898357549659,0.9719737682718737,22.702898629200018,19.979210081503016,0.17900913390983608
96,72,9.448218896380219,0.8980307303471009,22.700948930032887,21.28832267263501,0.12216125855753124
96,84,-1.359720054970417,0.42236138903049814,22.68404839421514,19.25034213596591,0.03442722858189695
96,96,-5.763405660365477,0.20964390504847516,22.66466227847938,16.69441713751209,-0.011967024591919895
96,108,-4.943480885472958,0.24263656341196738,22.652532841552585,10.586448088959635,0.01924524187665988
96,120,-8.405399563641803,0.1261524569131661,22.14625745896828,10.815073122957815,-0.022598156798384172
96,132,-1.5168998856280096,0.41355724680653777,22.29447373849081,18.99990202595292,-0.05679014396152282
96,144,-8.62905305391935,0.12058384649526481,9.79838858559026,10.338901212560797,-0.03915617476377986
96,156,1.6660733150605602,0.59474772699781,17.30501655970756,18.314013487201667,0.09902790533104389
96,168,-3.771795041117877,0.295569035200054,21.97711404152796,20.809181891942735,0.003617429471096112
96,180,-3.900315437151712,0.28944504940613164,22.171078685730166,20.836954903487616,0.004194860470269068
96,192,-3.2782510660722473,0.3197664730401279,22.232300486131546,21.485494696928033,0.014755912269598714
96,204,-5.406492313878882,0.22358580814742673,22.423988169503733,19.900907415027845,-0.009684946387779503
96,216,-5.705092713598594,0.21187735196833818,22.284841191620153,17.68009087336749,-0.012076675219605315
96,228,-7.046632769538683,0.1648538855992878,22.59517031676461,19.742904307496097,-0.023667820069204426
96,240,-5.126325352098635,0.23498387203549972,22.19959866437651,18.438077770720135,-0.07972674248971723
96,252,-8.68355341627297,0.1192594133114841,22.56132189789964,13.03639754171046,-0.023391022174148457
96,264,6.094886358688468,0.8027227754101658,22.62667937453351,20.72468393472554,0.09530365504546612
96,276,17.626568059950888,0.9830212351503536,22.60798419877478,20.2704013456269,0.18532270086516622
96,288,20.76757033477842,0.9916896607750949,22.55888249145167,16.82901283296235,0.2542040156581985
96,300,-1.1683059845644093,0.43314956681352024,21.551480848182443,17.007628153555657,0.38613747281219457
96,312,16.032220748682647,0.975673346666533,22.69139496816846,19.069252328823016,0.21630188012426654
96,324,10.805664811217659,0.9233030996793262,21.755614710834344,22.750690123361572,0.45391567817295464
96,336,-0.3030461946300095,0.482562333653976,22.707753824005927,23.362530578973633,0.011097843602864255
96,348,-5.422486950457448,0.22294712510658496,22.67521225827173,22.466442882087797,-0.023951247165532763
96,360,-5.241434619001945,0.23025269215789262,22.67685011399042,21.01971102893566,-0.024241544491217848
96,372,-3.190910028587785,0.3241567037455234,22.67581868653765,22.18430973859501,0.024753616517169896
96,384,2.842769907465752,0.6580400028310377,22.70805200487593,27.087716437594533,0.08914338948379541
96,396,7.9382041430654215,0.861504095191619,22.707749717327005,24.800343461857718,0.11523364491878008
96,408,5.890118498622828,0.7951495330009292,22.706419372348684,24.852576206832882,0.09231230530465684
96,420,-0.9795578747004963,0.44384996013977984,22.70547039787795,21.239570035824443,0.03420231755378966
96,432,-1.1046990003029982,0.43674908617721797,22.70384334222355,20.158728713126735,0.033340633441534706
96,444,-3.119298905928107,0.32777953731294757,22.705247470094335,20.3968280747699,0.018932380341072363
96,456,-8.710681105972004,0.11860487340094458,22.682165728521667,17.200300774783038,-0.027209642074506935
120,0,47.05958262048442,0.9999803196330957,22.7078588932631,27.87833290024016,0.3088401107256058
120,12,57.305771264870806,0.9999981403891737,22.704148964905336,25.913867144092624,0.38915324268253615
120,24,53.396156372308816,0.9999954250918847,22.70232181434289,25.91794799026473,0.3384503737349175
120,36,40.25832333925648,0.9999057835478051,22.705178124060996,22.029261352303976,0.2714569953489989
120,48,34.11068645409727,0.9996120615356022,22.705402389918866,23.43969928272583,0.2274790088349552
120,60,20.739168705573803,0.9916355914865442,22.703897583254896,23.179529556258878,0.15945955500873388
120,72,10.368503015047319,0.9158642082924023,22.702002972317885,23.587183639945987,0.10866720066100433
