length,start,evidence,significance_level,posterior_weighted_theta,posterior_weighted_delta
96,0,-4.05064040704344,0.2823783945997451,22.707955992336352,22.707955992336352
96,12,-4.05064040704344,0.2823783945997451,22.70795599233636,22.70795599233636
96,24,-4.05064040704344,0.2823783945997451,22.707955992336352,22.707955992336352
96,36,-16.874250903697355,0.02012544036330453,22.725539767368826,0.9625236708947675
96,48,-18.663133442044792,0.01342202585857529,22.705987093040477,0.07914513272374182
96,60,-12.702942644734328,0.05093337298937716,22.708511781026772,3.1409383552088688
96,72,-13.063432252174874,0.047067270978643536,19.270243311706963,2.3944470389358785
96,84,-18.124812386452753,0.015166369481097087,3.6733621232391687,0.23917318448455868
96,96,-18.188207828053432,0.01494987453301372,3.6887871175224225,0.21330564630889584
96,108,-17.76375333490334,0.016459510293812325,3.766943379440271,0.5844675432431946
96,120,-12.481773625460233,0.05345215376753771,6.987134893590765,6.563344932401423
96,132,-12.27677540198119,0.05589133017094905,8.74154496568476,8.304171147901837
96,144,-14.784849019449716,0.032160188143537896,8.450181381915655,3.4428252179514742
96,156,-6.707616185739814,0.17588413132167072,22.707958547481105,17.10088964723702
96,168,-4.05064040704344,0.2823783945997451,22.70795599233636,22.70795599233636
96,180,-4.05064040704344,0.2823783945997451,22.70795599233636,22.70795599233636
96,192,-4.05064040704344,0.2823783945997451,22.707955992336352,22.707955992336352
96,204,-4.05064040704344,0.2823783945997451,22.707955992336352,22.707955992336352
96,216,-12.901916266061464,0.048763714696696804,22.72500667167028,7.418727042479077
96,228,-10.590735970618272,0.0802756936710319,22.71235740805789,13.189777615139342
96,240,-13.382766090737752,0.043877022264440825,22.602429116440078,7.181629480973859
96,252,-14.376180892766142,0.03522163143606995,17.547926623593316,5.833507981726636
96,264,-16.336286602217054,0.022719080963350166,12.389359412717504,1.3992465337414857
96,276,-16.1047783797885,0.023933250178817565,14.58041064092089,1.2597827523575602
96,288,-13.249393348447501,0.04518357066401723,20.385560846069414,4.5755690644300095
96,300,-12.25434109993759,0.056164536770723646,19.714283938343662,7.236988508229325
96,312,-13.509451414762207,0.0426694247717854,22.685825897077372,3.0198973283691397
96,324,-6.622335668708538,0.17874856858284338,22.709761955039156,12.923294002530348
96,336,-10.492399152566323,0.08196341994768469,22.68403934185661,6.797803849878766
96,348,14.98741349077938,0.9692603376654637,39.76542666874393,6.879545078940674
96,360,-9.316509474430353,0.10478009386574207,34.38799650180438,13.177587408182086
96,372,-7.647908285339061,0.14666564659182246,13.80508224653002,13.468541146836873
96,384,-13.737599410691253,0.04057433322030424,14.609611944303696,7.140463593687385
96,396,-7.810619082971925,0.14203844788165673,22.676587298199113,16.774334659581907
96,408,-8.178066813329936,0.13203670516012278,22.641372050664522,15.588804291992084
96,420,-6.7495290437598685,0.17448963235267578,28.421511108943832,17.01311662160302
96,432,-7.215259478285797,0.1595775204206948,47.10850621616878,15.886844285958409
96,444,-11.568562811032715,0.06514596558119397,19.198336677227335,9.706274628204959
96,456,-4.05064040704344,0.2823783945997451,22.707955992336352,22.707955992336352
120,0,-4.05064040704344,0.2823783945997451,22.707955992336352,22.707955992336352
120,12,-15.609887274898666,0.026744719132338016,22.70185047130136,0.9610715772626087
120,24,-18.321520206708083,0.014504495474048808,22.700306019335855,0.14763961379511786
120,36,-17.695122643066064,0.016717299914341194,22.713366215903882,0.5412279419810665
120,48,-15.163746099812172,0.029552711949379567,19.251705466056965,2.1339092878849657
120,60,-17.177704938596868,0.018792746528966082,3.7822940575167605,0.6495493852112921
120,72,-17.275529617355673,0.01838186663021783,3.7683328745880647,0.5965088458686442
120,84,-17.538207397454613,0.017321704446761753,3.868885980977926,0.4683814995505975
120,96,-17.61321848821261,0.017030145188562416,4.241615166687263,0.4369813357653749
120,108,-17.186022703763328,0.018757462908282004,4.599647756209519,1.0274013494927974
120,120,-13.212207814339905,0.045554406794967126,8.130446318961472,6.3345505176341526
120,132,-11.892893274031483,0.0607428523121189,9.04301045427073,9.08413729462664
120,144,-14.017292933097202,0.03814015901546948,8.656869205586048,3.119673491431939
120,156,-7.533055496664874,0.15000649321342163,22.707957408941017,15.67531394721405
120,168,-4.05064040704344,0.2823783945997451,22.70795599233636,22.70795599233636
120,180,-4.05064040704344,0.2823783945997451,22.707955992336352,22.707955992336352
120,192,-14.222608496756893,0.03644319729331259,22.67630639402594,2.511012464041099
120,204,-13.09180332090071,0.046775133023708934,22.72424974514673,4.345198659671627
120,216,-13.398405417302193,0.0437261979327428,22.698032504420908,4.695298644457252
120,228,-14.840815064122769,0.03176148841516824,17.30736895634727,3.538943959106626
120,240,-16.548486887256136,0.02165915438464045,13.144503000205088,1.2988165854055664
120,252,-14.447876276039842,0.03466493993662903,15.127152866495393,2.0816476803316197
120,264,-13.553265699619173,0.042259213759991886,16.179759821730876,1.9502520691408818
120,276,-13.204111627450171,0.04563553012017782,16.39289456082772,1.8461693747344887
120,288,-12.86935412565674,0.049112681081984834,19.578344157301448,4.166943481453664
120,300,-12.930000601705894,0.048464627306879136,20.70675615223223,5.26184274725518
120,312,-13.575846877802531,0.04204927225747462,22.183617424231315,3.171613744680308
120,324,-10.791031973534746,0.07693583863368263,18.736696882274956,8.164588822742267
120,336,6.614525946171048,0.8209872995208468,39.46528316654103,16.75036462444321
120,348,-8.040520662851256,0.13570880393725404,11.958870857416699,11.19178466216516
120,360,-8.89673320382665,0.1141991269171953,17.137741724022938,15.485669753645588
120,372,-8.711110024064793,0.11859454942758266,23.90460066590823,24.604589867998286
120,384,-15.02641058542613,0.030473247480513953,11.276447084243042,3.2382603120245816
120,396,-7.711426771313713,0.1448446161392548,22.65753037386387,15.599078610165465
